#,A,+,B,->,C,0.1,D,Al-B-Be-C-Cl-F-H-N-O-P-S-Si,RE (kcal mol-1),CCSD(T) error,ACCSD(T) error,MBPT(2) error,B2PLYP error,B2GPPLYP error,B2IPPLYP error,PWPB95 error,CAM-B3LYP error,wB97X error,CAM-QTP01,M06-2X error,M06 error,TPSSh error,O3LYP error,PW6B95 error,B3LYP error,PBE0 error,TPSS error,OLYP error,BLYP error,BP86 error,PBE error
74,xxxx,+,acetaldehyde,->,h2,+,oxirene,H4-C2-O1,112.299,-0.979652801,-1.28424012,-0.999051409,-1.462685132,-2.944908897,-1.63173327,0.12231378,4.21302296,4.82845344,-7.816427749,-0.745932888,1.228110241,-2.171424841,2.383761527,0.375272919,1.087069344,4.143217722,-4.80337216,-4.978141605,-4.2389782,-2.667144502,-1.328395527
75,xxxx,+,acetaldehyde,->,ch2-trip,+,h2co,H4-C2-O1,112.461,1.371304483,1.415834936,-1.781415064,0.774141096,0.267547436,0.052100654,-1.267584636,-0.420060115,1.644687403,-3.185012265,-1.110463213,-0.880623913,-6.674068893,4.877357616,0.617996248,-3.015215024,-0.254000921,-6.653208854,-3.868700041,-3.352925342,-1.408565566,1.776798301
76,xxxx,+,acetaldehyde,->,ch2-trip,+,t-hcoh,H4-C2-O1,164.642,1.761590299,1.789554859,-5.409272234,-0.688354509,-1.303703124,-1.73624726,-2.237558736,-0.024434968,1.865569047,-3.039720624,-1.744453029,-1.04203271,-4.724723384,6.891584351,1.909678516,-1.981785564,1.123909282,-4.416159818,-1.821276575,-1.810632198,0.153658753,3.956236128
77,xxxx,+,acetaldehyde,->,ch2-trip,+,c-hcoh,H4-C2-O1,169.472,1.904645251,1.918240422,-5.574553503,-0.701842685,-1.421206217,-1.78733981,-2.25073734,0.438309687,2.438156437,-3.736845643,-1.412891253,-1.032587582,-4.643589646,6.968216646,2.099613747,-1.862143068,1.353783234,-4.521971837,-2.266091604,-2.101226466,-0.024168428,3.743804285
78,xxxx,+,acetaldehyde,->,ch3,+,hco,H4-C2-O1,90.572,0.855440599,0.976102967,-1.113563944,3.141086061,1.925133484,2.14799051,-0.130957985,-3.238490263,0.321643987,-0.575788352,1.465330466,0.01219828,-6.471072871,2.648389918,-0.869604839,-5.852080508,-1.245883789,-6.937402953,-6.227413939,-7.881444946,-4.23254408,-1.156356074
79,xxxx,+,acetaldehyde,->,ch4,+,co,H4-C2-O1,-2.283,1.14434027,1.25969775,-0.181831185,-0.701699348,-1.064213277,-0.86750912,-1.436557071,2.546619907,3.52377326,-5.314135841,1.085599577,1.919005865,3.461507823,8.589481526,2.397285101,1.149382838,7.185853655,3.313156204,1.327562649,0.048836227,5.14735025,7.687728812
80,xxxx,+,acetaldehyde,->,ch2-sing,+,h2co,H4-C2-O1,121.75,1.012506227,0.980213063,-6.789008667,-1.78808796,-2.951310452,-2.742381353,-2.703388502,3.016075696,3.85167122,-7.485806446,3.271723045,-0.999333177,2.316180234,10.61187234,3.899241228,-0.381535413,8.208441643,1.831508949,0.720362246,-2.211983241,4.98790634,8.511545522
81,xxxx,+,acetaldehyde,->,ch2-sing,+,t-hcoh,H4-C2-O1,173.931,1.402792043,1.353932987,-10.41686584,-3.250583566,-4.522561013,-4.530729267,-3.673362601,3.411700843,4.072552863,-7.340514805,2.637733229,-1.160741974,4.265525743,12.62609907,5.190923496,0.651894047,9.586351846,4.068557985,2.767785712,-0.669690097,6.550130659,10.69098335
82,xxxx,+,acetaldehyde,->,ch2-sing,+,c-hcoh,H4-C2-O1,178.761,1.545846996,1.482618549,-10.58214711,-3.264071742,-4.640064105,-4.581821817,-3.686541206,3.874445498,4.645140254,-8.037639824,2.969295005,-1.151296846,4.346659481,12.70273137,5.380858727,0.771536544,9.816225798,3.962745965,2.322970684,-0.960284365,6.372303477,10.47855151
83,xxxx,+,acetaldehyde,->,h2o,+,ch2c,H4-C2-O1,84.956,-0.202308794,-0.316597315,-6.449902317,-2.113213926,-3.106166612,-2.841399119,-2.889426129,5.302638635,7.01702503,-8.569482674,4.186140152,4.141964132,8.346387564,10.26797948,5.351137655,2.697161397,9.119870575,8.373808062,3.517738225,1.234681658,6.169950172,9.141718412
84,xxxx,+,acetaldehyde,->,h2o,+,c2h2,H4-C2-O1,39.365,-0.931554481,-1.056654505,0.646736282,-1.074979902,-1.462249254,-0.910050229,-2.826342809,7.45965884,9.928783974,-10.4151376,4.501153069,7.175195909,10.43075842,10.27561733,6.832754557,5.17535628,10.49793446,10.21245667,5.355955204,3.364725431,7.429983402,9.609314434
85,xxxx,+,acetaldehyde,->,ch2ch,+,oh,H4-C2-O1,124.575,0.719182949,0.641228701,-8.072020812,0.633238634,-0.359367858,-0.913031059,-1.24472117,-0.621522819,2.105445574,-2.982605801,1.168331565,2.0187368,-3.399908801,7.279749956,0.640344906,-3.678473809,-0.508619686,-2.16282188,-0.650755229,-2.636526685,0.649699548,3.763132113
86,xxxx,+,allene,->,ch2-trip,+,ch2c,H4-C3,153.421,1.767481845,1.948590437,-6.193369448,-1.312442252,-1.658379176,-2.350140096,-3.20113612,0.086421798,0.583669987,-2.871448082,0.327170771,-1.997452453,-3.477073199,9.661221282,3.009674284,-1.189017273,2.518580089,-2.623339058,0.043079056,-0.062545503,2.98489465,6.827566483
87,xxxx,+,allene,->,ch2-trip,+,c2h2,H4-C3,107.83,1.038236159,1.208533247,0.903269151,-0.274208228,-0.014461819,-0.418791206,-3.1380528,2.243442002,3.495428932,-4.717103008,0.642183687,1.035779324,-1.392702343,9.668859135,4.491291185,1.28917761,3.89664397,-0.784690449,1.881296036,2.06749827,4.24492788,7.295162505
88,xxxx,+,allene,->,ch3,+,cch,H4-C3,130.067,0.783045323,0.863472768,-2.088909192,-1.917417802,-2.715263656,-2.826796246,-5.221951506,2.926015038,4.628022969,-5.863071395,2.087010739,-0.177886238,0.375778571,10.35509079,6.053276239,1.535450152,4.52998851,0.83267903,1.470857038,1.371913558,4.128027113,7.23051134
89,xxxx,+,allene,->,ch4,+,c2,H4-C3,136.657,1.664506706,0.274882863,0.797859461,-13.10873965,-14.712627,-11.27295666,-16.2741831,36.12396741,37.21490151,-44.90366809,30.63660197,22.29741207,25.07856969,31.30527661,29.24934337,27.04415357,34.52732678,20.46195362,15.99753602,16.0853573,21.17781201,23.40440035
90,xxxx,+,allene,->,ch2-sing,+,ch2c,H4-C3,162.71,1.40868359,1.512968564,-11.20096305,-3.874671308,-4.877237064,-5.144622103,-4.636939985,3.522557608,2.790653804,-7.172242262,4.709357029,-2.116161717,5.513175928,15.395736,6.290919264,1.444662338,10.98102265,5.861378745,4.632141343,1.078396598,9.381366556,13.5623137
91,xxxx,+,allene,->,ch2-sing,+,c2h2,H4-C3,117.119,0.679437903,0.772911374,-4.104324452,-2.836437284,-3.233319707,-3.213273213,-4.573856665,5.679577813,5.702412748,-9.017897189,5.024369945,0.91707006,7.597546784,15.40337386,7.772536166,3.922857221,12.35908653,7.700027353,6.470358323,3.208440371,10.64139979,14.02990973
92,xxxx,+,allene,->,ch,+,ch2ch,H4-C3,173.798,2.079654417,2.244643708,-8.008039287,-0.995081897,-1.817686995,-2.51888128,-3.130318093,-0.529842374,0.509715433,-2.859396157,2.728371671,-0.275260816,-3.74951433,10.93995477,3.262789452,-2.374510267,3.156147165,-2.793762555,0.29748168,-1.397050885,3.707368035,7.960656224
93,xxxx,+,bf3,->,bf,+,f2,F3-B1,249.414,0.949218372,0.424351001,-11.27613938,-2.7217352,-6.881229428,-4.278581147,-0.840848594,3.457737185,0.556209412,-10.32812863,7.370284979,7.265022759,-6.024198219,3.136961379,2.261049263,-2.67548464,2.769023932,-10.52897582,-13.02349,-13.4042986,-9.901468616,-7.937188525
94,xxxx,+,c2h3f,->,h2,+,hccf,H3-C2-F1,65.927,0.112745559,0.046791269,2.170561911,0.677965273,-0.168236398,0.679950739,0.263338971,1.959350377,3.158484176,-5.206737882,-1.580969426,-4.299875245,0.654084644,2.675645412,0.199015343,-0.601105859,3.91091045,-0.859784963,-3.920089052,-4.224546324,-0.871033194,0.621628109
95,xxxx,+,c2h3f,->,ch3,+,cf,H3-C2-F1,133.301,2.249657201,2.451347052,-3.826789291,2.209775516,1.283167242,0.94375093,-0.481697445,-3.885161726,-2.409213035,0.510274379,0.442426729,-2.519071965,-6.770067825,5.206143361,-0.466746046,-5.635908888,-1.147809802,-6.407452844,-5.265888399,-6.041548632,-2.330567931,1.482525037
96,xxxx,+,c2h3f,->,hf,+,ch2c,H3-C2-F1,72.318,0.297901306,0.271928217,-4.43661892,-1.887790346,-2.642972264,-2.368473319,-2.880488432,5.347197204,5.283976703,-8.761530956,4.363581876,1.226974997,7.631289297,9.997999157,5.070597383,2.641440165,8.18827703,7.838663235,2.380044825,1.400817591,5.889492457,8.535290451
97,xxxx,+,c2h3f,->,hf,+,c2h2,H3-C2-F1,26.727,-0.43134438,-0.468128972,2.660019679,-0.849556322,-0.999054907,-0.437124429,-2.817405112,7.504217408,8.195735647,-10.60718588,4.678594792,4.260206775,9.715660152,10.00563701,6.552214284,5.119635048,9.566340911,9.677311843,4.218261805,3.530861364,7.149525687,9.002886473
98,xxxx,+,oxirane,->,h2,+,ketene,H4-C2-O1,8.571,0.047910364,0.015228212,0.205226538,3.404222413,1.664284527,2.750135135,0.166277632,-1.090202286,2.680745987,-3.902529913,1.561011205,-2.004344913,-0.007290244,1.001713413,-0.870693898,-5.655549134,2.719548836,-1.93236315,-7.020106026,-10.77607147,-4.340360281,-2.087859762
99,xxxx,+,oxirane,->,h2,+,oxirene,H4-C2-O1,85.961,-0.787119733,-1.050134444,-1.851635826,-0.36066112,-2.26476577,-0.814060647,-1.522043835,3.597000677,5.932144251,-8.403419295,2.725512583,2.952004566,1.249959828,4.691028093,2.252573311,-0.600384064,6.308821167,-1.397783413,-4.035858586,-6.787798749,-1.793088985,0.208849089
100,xxxx,+,oxirane,->,ch2-trip,+,h2co,H4-C2-O1,86.123,1.56383755,1.649940612,-2.633999481,1.876165108,0.947690563,0.869773277,-2.911942251,-1.036082398,2.748378214,-3.772003812,2.360982259,0.843270412,-3.252684224,7.184624181,2.49529664,-4.702668432,1.911602523,-3.247620108,-2.926417022,-5.901745892,-0.53451005,3.314042916
101,xxxx,+,oxirane,->,ch2-trip,+,t-hcoh,H4-C2-O1,138.304,1.954123366,2.023660536,-6.261856651,0.413669502,-0.623559997,-0.918574637,-3.881916351,-0.640457251,2.969259858,-3.62671217,1.726992443,0.681861615,-1.303338714,9.198850916,3.786978908,-3.669238972,3.289512726,-1.010571072,-0.878993556,-4.359452748,1.027714269,5.493480743
102,xxxx,+,oxirane,->,ch2-trip,+,c-hcoh,H4-C2-O1,143.134,2.097178319,2.152346098,-6.42713792,0.400181327,-0.74106309,-0.969667187,-3.895094955,-0.177712596,3.541847248,-4.32383719,2.058554218,0.691306743,-1.222204977,9.275483211,3.976914138,-3.549596475,3.519386678,-1.116383091,-1.323808585,-4.650047016,0.849887088,5.2810489
103,xxxx,+,oxirane,->,ch3,+,hco,H4-C2-O1,64.234,1.047973666,1.210208643,-1.966148361,4.243110073,2.605276611,2.965663133,-1.775315599,-3.854512546,1.425334798,-1.162779899,4.936775938,1.736092605,-3.049688202,4.955656483,1.007695553,-7.539533916,0.919719655,-3.531814207,-5.28513092,-10.4302655,-3.358488564,0.380888541
104,xxxx,+,oxirane,->,ch4,+,co,H4-C2-O1,-28.621,1.336873337,1.493803427,-1.034415602,0.400324664,-0.38407015,-0.049836496,-3.080914686,1.930597624,4.627464071,-5.901127387,4.557045049,3.64290019,6.882892492,10.89674809,4.274585493,-0.53807057,9.3514571,6.71874495,2.269845668,-2.499984322,6.021405767,9.224973427
105,xxxx,+,oxirane,->,ch2-sing,+,h2co,H4-C2-O1,95.412,1.205039295,1.214318739,-7.641593084,-0.686063949,-2.271167325,-1.92470873,-4.347746116,2.400053413,4.955362031,-8.072797992,6.743168517,0.724561148,5.737564903,12.9191389,5.77654162,-2.068988821,10.37404509,5.237097695,1.662645265,-4.760803791,5.861961856,10.04879014
106,xxxx,+,oxirane,->,ch2-sing,+,t-hcoh,H4-C2-O1,147.593,1.59532511,1.588038663,-11.26945025,-2.148559554,-3.842417886,-3.713056644,-5.317720216,2.79567856,5.176243674,-7.927506351,6.109178701,0.563152351,7.686910413,14.93336564,7.068223888,-1.03555936,11.75195529,7.474146731,3.710068731,-3.218510647,7.424186175,12.22822796
107,xxxx,+,oxirane,->,ch2-sing,+,c-hcoh,H4-C2-O1,152.423,1.738380063,1.716724226,-11.43473152,-2.16204773,-3.959920978,-3.764149194,-5.33089882,3.258423215,5.748831065,-8.624631371,6.440740476,0.572597479,7.76804415,15.00999793,7.258159119,-0.915916864,11.98182924,7.368334712,3.265253703,-3.509104914,7.246358994,12.01579612
108,xxxx,+,oxirane,->,h2o,+,ch2c,H4-C2-O1,58.618,-0.009775727,-0.082491639,-7.302486734,-1.011189914,-2.426023485,-2.023726496,-4.533783743,4.686616353,8.120715841,-9.156474221,7.657585624,5.865858457,11.76777223,12.57524604,7.228438047,1.009707989,11.28547402,11.77939681,4.460021244,-1.314138891,7.044005688,10.67896303
109,xxxx,+,oxirane,->,h2o,+,c2h2,H4-C2-O1,13.027,-0.739021413,-0.822548828,-0.205848135,0.02704411,-0.782106127,-0.092377606,-4.470700423,6.843636557,11.03247479,-11.00212915,7.97259854,8.899090234,13.85214309,12.5828839,8.710054948,3.487902872,12.6635379,13.61804542,6.298238223,0.815904882,8.304038918,11.14655905
110,xxxx,+,oxirane,->,ch2ch,+,oh,H4-C2-O1,98.237,0.911716016,0.875334377,-8.924605229,1.735262646,0.320775269,-0.095358436,-2.889078784,-1.237545102,3.209136385,-3.569597347,4.639777036,3.742631125,0.021475868,9.587016521,2.517645298,-5.365927217,1.656983758,1.242766866,0.29152779,-5.185347234,1.523755064,5.300376728
111,xxxx,+,ch2f2,->,h2,+,cf2,H2-F2-C1,69.393,0.700077427,0.60848447,-3.328983581,-0.750358221,-2.258381098,-1.355295621,-0.788774815,1.153313605,1.521755764,-4.519240619,0.842139738,-1.989395084,-0.948193076,2.701568734,0.236580674,-1.347952053,3.785071218,-2.985298508,-6.220186412,-6.000624946,-2.452510119,-0.531126183
112,xxxx,+,ch2f2,->,ch2-trip,+,f2,H2-F2-C1,207.881,0.976986217,0.538393396,-6.94843096,-1.221727829,-3.916941161,-2.472025215,-2.78976304,2.147461241,2.622478162,-8.698902923,3.770469924,6.02953153,-9.116374583,5.165355097,2.623157801,-3.446069172,-0.147762935,-11.75258694,-8.93859178,-9.944427198,-7.738758406,-5.142509972
113,xxxx,+,ch2f2,->,ch2-sing,+,f2,H2-F2-C1,217.17,0.618187961,0.102771523,-11.95602456,-3.783956886,-7.135799049,-5.266507222,-4.225566905,5.583597052,4.829461978,-12.9996971,8.152656182,5.910822266,-0.126125456,10.89986982,5.904402782,-0.812389561,8.314679629,-3.267869142,-4.349529493,-8.803485097,-1.3422865,1.592237249
114,xxxx,+,alf3,->,alf,+,f2,F3-Al1,228.145,1.70317833,1.15895904,-10.44651474,1.359667463,-2.891611026,-0.42178172,4.55306874,-4.133664948,-2.343282635,-1.372609942,-2.857439042,-3.073648879,-12.25169697,-8.565844035,-6.44127595,-10.23973869,-7.937045372,-16.39426597,-19.87071314,-20.11711107,-19.28298422,-18.80155345
115,xxxx,+,ch2c,->,h2,+,c2,C2-H2,103.418,0.977070263,-0.587093409,5.65200404,-11.66460511,-13.32033265,-9.359458958,-14.55343424,36.04761242,38.40581168,-45.0251626,28.07722317,23.84760256,21.83220719,25.50585846,26.89169746,26.02572374,31.33343731,16.01189403,11.93610263,13.26243568,16.05003091,17.11500172
116,xxxx,+,n2h4,->,h2,+,t-n2h2,H4-N2,32.254,0.518962481,0.318793771,-1.93593808,-0.974023745,-2.387166156,-1.360198974,-0.83326713,2.114837137,2.98474205,-6.48341761,1.679283083,0.964775642,-3.134623222,3.632531168,0.120273189,-1.519333127,4.196257186,-5.431553192,-5.765832077,-6.324239007,-1.928255036,-0.245193043
117,xxxx,+,n2h4,->,h2,+,c-n2h2,H4-N2,37.653,0.700553676,0.479379869,-2.040590106,-0.978681139,-2.517896548,-1.406234339,-0.856319997,2.68221285,3.64572831,-7.312538849,2.160497361,1.232548,-3.00676209,3.768337655,0.444706713,-1.309595957,4.516081446,-5.514485408,-6.175117774,-6.567733578,-2.066218175,-0.432089826
118,xxxx,+,n2h4,->,nh3,+,nh,H4-N2,57.167,1.696685421,1.79241251,-3.249736818,0.75704215,0.778424366,-0.014578688,-0.905825229,0.125072594,1.507411756,-3.497194848,1.647287144,-0.308766529,-4.97984536,6.975138716,0.075181636,-2.558580324,0.759016659,-3.755507025,-1.696137722,-0.783589977,2.494450044,5.625105624
119,xxxx,+,ch2nh,->,h2,+,hcn,H3-C1-N1,16.53,0.059935865,0.03587991,2.869659771,0.118151555,-0.458289726,0.287592174,-1.049368676,2.948313944,4.343877232,-6.10085955,0.783879781,1.312872634,1.590758607,6.096069378,1.987304409,0.799689099,6.346252198,0.160306558,-0.9808061,-2.424279416,2.017428507,3.743394778
120,xxxx,+,ch2nh,->,h2,+,hnc,H3-C1-N1,31.745,0.444980371,0.487397057,0.360344281,-0.034698744,-0.606358246,-0.201445643,-0.390903588,1.09118291,2.366349186,-3.453730163,-1.624316551,-0.927189918,1.24809125,5.105188371,0.566308579,-0.236204873,5.083798738,0.365058263,-1.025644804,-2.372025338,1.749295951,3.811507543
121,xxxx,+,ch2nh,->,ch2-trip,+,nh,H3-C1-N1,165.6,2.727131054,2.964905396,-4.299514245,1.163478504,1.6778819,-0.011164716,-1.3657051,-3.199146556,-1.91383021,0.601296584,-2.80553677,-3.431876884,-12.81457776,6.098193476,-0.940090561,-4.808893549,-5.5119237,-10.4641965,-3.110413705,-0.265552833,-0.468461196,3.550082952
122,xxxx,+,ch2nh,->,ch2-sing,+,nh,H3-C1-N1,174.889,2.368332798,2.529283523,-9.307107848,-1.398750553,-1.540975988,-2.805646723,-2.801508966,0.236989255,0.293153607,-3.699497597,1.576649488,-3.550586148,-3.824328632,11.8327082,2.341154419,-2.175213937,2.950518864,-1.979478699,1.478648582,0.875389268,5.928010709,10.28483017
123,xxxx,+,ch2nh,->,ch,+,nh2,H3-C1-N1,172.629,2.084224437,2.264427447,-7.939105593,0.400346656,-0.111853738,-1.098290352,-1.753473632,-1.451302047,0.02342296,-2.078111486,2.147153624,-0.892741213,-4.337277496,10.30783787,1.797576925,-3.76589044,1.301670482,-2.85898037,0.171916259,-1.842819784,3.046455326,7.280420031
124,xxxx,+,acetic,->,h2,+,glyoxal,H4-C2-O2,59.423,0.38089703,0.250287188,-1.410799736,0.767888983,-0.932495572,0.165905708,0.089663322,1.324328741,2.997941167,-6.515316448,2.259058656,1.113770381,-3.241761059,4.116886424,-0.027507101,-3.07635743,4.381590582,-5.587050305,-6.306941905,-8.215321699,-2.238589845,-0.103051688
125,xxxx,+,acetic,->,ch2-trip,+,formic,H4-C2-O2,111.373,1.429690335,1.48216962,-1.48562345,1.586999489,0.882355837,0.769842988,-0.632780963,-1.118608425,1.169998046,-2.810462407,-1.292034365,-1.040130167,-7.835442667,3.312383926,-0.279256365,-4.142387021,-1.29141723,-8.051512061,-5.995980109,-5.06371974,-3.037477944,0.031954919
126,xxxx,+,acetic,->,ch2-trip,+,dioxirane,H4-C2-O2,203.243,1.570328122,1.302824182,-3.776922505,-0.298554655,-2.094190062,-1.274864576,-0.018585672,1.2232616,1.937557454,-6.818433638,-0.561657803,2.525552686,-14.73881882,3.693878919,-0.725659473,-3.472560808,-1.50829243,-16.95440274,-9.383086887,-7.709560799,-6.815745068,-3.861607104
127,xxxx,+,acetic,->,ch4,+,co2,H4-C2-O2,-6.544,0.544995692,0.575228025,2.641608926,3.480181245,2.261496058,3.161911231,2.099741541,-0.586646319,0.000891607,-4.493639772,1.253737246,-6.740306655,-4.965058186,-0.103493995,-2.87304752,-4.955833082,0.537510223,-6.533154432,-9.668194719,-8.895798792,-4.394788788,-2.60911699
128,xxxx,+,acetic,->,ch2-sing,+,formic,H4-C2-O2,120.662,1.07089208,1.046547747,-6.493217053,-0.975229568,-2.336502051,-2.024639019,-2.068584828,2.317527386,3.376981863,-7.111256588,3.090151894,-1.158839431,1.15480646,9.046898649,3.001988615,-1.508707409,7.171025334,0.433205742,-1.406917822,-3.922777639,3.358993962,6.76670214
129,xxxx,+,acetic,->,ch2-sing,+,dioxirane,H4-C2-O2,212.532,1.211529866,0.86720231,-8.784516108,-2.860783711,-5.31304795,-4.069346583,-1.454389538,4.659397411,4.144541271,-11.11922782,3.820528455,2.406843422,-5.748569693,9.428393642,2.555585508,-0.838881197,6.954150134,-8.469684933,-4.794024599,-6.568618698,-0.419273163,2.873140117
130,xxxx,+,acetic,->,c2h4,+,o2,H4-C2-O2,119.098,0.778837463,0.527245045,5.581645608,3.76987369,1.22562074,2.306587269,0.322073474,-4.188293094,-3.835718735,-1.657179093,1.278277666,3.111165223,-11.23206829,-2.402047998,-4.999138191,-9.177284749,-3.893984641,-12.99575784,-15.54100565,-14.08315358,-9.460808379,-7.231396145
131,xxxx,+,acetic,->,methanol,+,co,H4-C2-O2,30.789,1.098064172,1.219384272,-1.493688162,-0.746593134,-1.420396739,-1.115141459,-1.390309542,3.524306659,4.829855377,-7.366155254,1.918601944,3.91576395,3.331901826,10.94842352,3.25740008,1.166219255,8.693408711,3.041834661,1.882961759,-0.325821194,6.108962246,9.181527131
132,xxxx,+,acetic,->,h2o,+,ketene,H4-C2-O2,37.581,-0.498419867,-0.525664305,0.13041015,2.258416395,0.891253757,1.822981864,1.031035716,2.55985878,4.499845872,-7.371950632,2.300272613,0.445406117,1.421106542,2.871419634,0.377168256,-1.861209304,3.598750024,0.277042567,-5.183335207,-5.592038089,-1.418736907,0.553155268
133,xxxx,+,acetic,->,h2o,+,oxirene,H4-C2-O2,114.971,-1.333449964,-1.591026961,-1.926452214,-1.506467138,-3.03779654,-1.741213918,-0.657285751,7.247061743,7.751244135,-11.87284001,3.464773991,5.401755596,2.678356614,6.560734314,3.500435465,3.193955766,7.188022355,0.811622304,-2.199087767,-1.603765371,1.128534389,2.849864118
134,xxxx,+,acetic,->,ch2ch,+,hoo,H4-C2-O2,182.403,0.49157785,0.334439459,-14.46685104,1.920744913,-1.714957807,-0.65823748,0.41445909,-3.84197781,-1.239648054,-2.380392395,2.158006653,2.889268718,-11.6762361,0.823874754,-3.23441214,-9.265766141,-3.581137203,-13.52955318,-12.25946918,-14.61349711,-9.880388288,-6.856082034
135,xxxx,+,acetic,->,ch2c,+,hooh,H4-C2-O2,174.994,0.47879306,0.202474632,-10.54261313,-1.654194735,-4.513727144,-3.21771346,-1.942896934,3.147205235,5.422369879,-9.313007497,4.64472082,5.485216266,0.798941936,9.30073762,3.17968897,-2.080612358,7.615807999,-1.300491597,-2.831318497,-7.858306848,-0.315183388,3.288950383
136,xxxx,+,acetic,->,c2h2,+,hooh,H4-C2-O2,129.403,-0.250452626,-0.537582558,-3.445974533,-0.615960711,-2.869809787,-1.28636457,-1.879813614,5.30422544,8.334128823,-11.15866242,4.959733736,8.518448043,2.883312792,9.308375474,4.661305872,0.397582525,8.99387188,0.538157011,-0.993101517,-5.728263074,0.944849842,3.756546406
137,xxxx,+,acetic,->,h2co,+,t-hcoh,H4-C2-O2,106.882,1.040042044,1.007958045,-5.540478696,0.098831624,-1.714349836,-0.966029863,-0.301214136,0.991181789,2.575839614,-6.149933048,2.044961825,-0.075387745,-1.528999065,6.7539151,0.846567267,-3.026207298,5.650689395,-2.996646154,-4.331719069,-6.905713186,0.018525922,3.282853286
138,xxxx,+,acetic,->,h2co,+,c-hcoh,H4-C2-O2,111.712,1.183096997,1.136643608,-5.705759965,0.085343448,-1.831852928,-1.017122413,-0.31439274,1.453926443,3.148427004,-6.847058067,2.376523601,-0.065942616,-1.447865328,6.830547395,1.036502498,-2.906564802,5.880563348,-3.102458173,-4.776534097,-7.196307454,-0.159301259,3.070421443
139,xxxx,+,acetic,->,t-hcoh,+,c-hcoh,H4-C2-O2,163.893,1.573382813,1.510363531,-9.333617135,-1.377152157,-3.403103489,-2.805470327,-1.28436684,1.84955159,3.369308648,-6.701766426,1.742533784,-0.227351413,0.501480181,8.84477413,2.328184766,-1.873135342,7.258473551,-0.865409137,-2.729110631,-5.65401431,1.40292306,5.24985927
140,xxxx,+,c2h2,->,h2,+,c2,C2-H2,149.009,1.706315949,0.15296378,-1.444634558,-12.70283914,-14.96425,-11.29080785,-14.61651756,33.89059222,35.49405274,-43.17950767,27.76221026,20.81437078,19.74783633,25.49822061,25.41008056,23.54752886,29.95537342,14.17324543,10.09788565,11.1323919,14.78999768,16.6474057
